50_50/outcome/id,50_50/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,ball_recovery/recovery_failure,block/deflection,block/offensive,block/save_block,carry/end_location/0,carry/end_location/1,counterpress,dribble/nutmeg,dribble/outcome/id,dribble/outcome/name,dribble/overrun,duel/outcome/id,duel/outcome/name,duel/type/id,duel/type/name,duration,foul_committed/advantage,foul_committed/card/id,foul_committed/card/name,foul_committed/offensive,foul_committed/type/id,foul_committed/type/name,foul_won/advantage,foul_won/defensive,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/outcome/id,goalkeeper/outcome/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/type/id,goalkeeper/type/name,id,index,injury_stoppage/in_chain,interception/outcome/id,interception/outcome/name,location/0,location/1,minute,pass/aerial_won,pass/angle,pass/assisted_shot_id,pass/backheel,pass/body_part/id,pass/body_part/name,pass/cross,pass/cut_back,pass/deflected,pass/end_location/0,pass/end_location/1,pass/goal_assist,pass/height/id,pass/height/name,pass/length,pass/outcome/id,pass/outcome/name,pass/recipient/id,pass/recipient/name,pass/shot_assist,pass/switch,pass/technique/id,pass/technique/name,pass/through_ball,pass/type/id,pass/type/name,period,play_pattern/id,play_pattern/name,player/id,player/name,position/id,position/name,possession,possession_team/id,possession_team/name,related_events/0,related_events/1,related_events/2,related_events/3,related_events/4,second,shot/aerial_won,shot/body_part/id,shot/body_part/name,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/first_time,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/key_pass_id,shot/one_on_one,shot/outcome/id,shot/outcome/name,shot/statsbomb_xg,shot/technique/id,shot/technique/name,shot/type/id,shot/type/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/jersey_number,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/1/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/10/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/2/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/3/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/4/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/5/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/6/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/7/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/8/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/9/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,team/id,team/name,timestamp,type/id,type/name,under_pressure
,,,,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,,,,,,,,,,,e195050b-9ca9-41f7-9a6d-9af4c082c5bd,930,,,,36.0,2.0,21,,0.20065288,,,38,Left Foot,,,,95.0,14.0,,3,High Pass,60.207973,9,Incomplete,10960,Jamie Vardy,,,,,,,,1,1,Regular Play,3594,Danny Rose,16,Left Midfield,46,768,England,2b0a2735-cf36-436c-a204-89e4d96a8f5a,92ee7b08-0ecb-493f-a1c2-abd31cc5ac63,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:19.800,30,Pass,
,,9,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92ee7b08-0ecb-493f-a1c2-abd31cc5ac63,931,,,,94.0,16.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,10960,Jamie Vardy,22,Right Center Forward,46,768,England,e195050b-9ca9-41f7-9a6d-9af4c082c5bd,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:23.120,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b0a2735-cf36-436c-a204-89e4d96a8f5a,932,,,,26.0,67.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,46,768,England,e195050b-9ca9-41f7-9a6d-9af4c082c5bd,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:23.120,2,Ball Recovery,
,,,,,,,,12.0,73.0,,,,,,,,,,2.157,,,,,,,,,,,,,,,,,,,,,1d6569c0-2606-44d8-a587-fef740f5f897,933,,,,26.0,67.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,46,768,England,2b0a2735-cf36-436c-a204-89e4d96a8f5a,7d0bf441-d597-464d-b60d-e2123946dadd,7feb521b-8ef0-4666-872f-8791ab09ca27,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:23.120,43,Carry,True
,,,,,,,,,,True,,,,,,,,,1.243,,,,,,,,,,,,,,,,,,,,,7d0bf441-d597-464d-b60d-e2123946dadd,934,,,,109.0,2.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,10960,Jamie Vardy,22,Right Center Forward,46,768,England,1d6569c0-2606-44d8-a587-fef740f5f897,7feb521b-8ef0-4666-872f-8791ab09ca27,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:24.437,17,Pressure,
,,,,,,,,,,,,,,,,,,,1.163,,,,,,,,,,,,,,,,,,,,,7feb521b-8ef0-4666-872f-8791ab09ca27,935,,,,12.0,73.0,21,,0.30805278,,,40,Right Foot,,,,34.0,80.0,,3,High Pass,23.086792,75,Out,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,46,768,England,7d0bf441-d597-464d-b60d-e2123946dadd,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:25.277,30,Pass,True
,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,96b96aca-d86f-4a56-a216-2924e1673c1b,936,,,,81.0,1.0,21,,1.0370882,,,,,,,,94.0,23.0,,3,High Pass,25.553865,,,3318,Marcus Rashford,,,,,,67,Throw-in,1,4,From Throw In,3594,Danny Rose,16,Left Midfield,47,768,England,c8cde1e0-7f1b-4683-b75a-4daa4492be84,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:32.200,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8cde1e0-7f1b-4683-b75a-4daa4492be84,937,,,,94.0,23.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,From Throw In,3318,Marcus Rashford,24,Left Center Forward,47,768,England,96b96aca-d86f-4a56-a216-2924e1673c1b,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:33.720,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,4ac1deab-bee7-41e6-88de-1152cdb6ca0c,938,,,,93.0,23.0,21,,0.81569195,,,37,Head,,,,109.0,40.0,,2,Low Pass,23.345236,9,Incomplete,,,,,,,,,,1,4,From Throw In,3318,Marcus Rashford,24,Left Center Forward,47,768,England,d154a08d-896d-4362-81b1-1dbcc0a3101c,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:21:33.920,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d154a08d-896d-4362-81b1-1dbcc0a3101c,939,,,,12.0,41.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,3509,Thibaut Courtois,1,Goalkeeper,48,782,Belgium,4ac1deab-bee7-41e6-88de-1152cdb6ca0c,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:36.200,2,Ball Recovery,
,,,,,,,,16.0,41.0,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,e663f4dc-706a-4e86-b698-94c4880bcafe,940,,,,12.0,41.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,3509,Thibaut Courtois,1,Goalkeeper,48,782,Belgium,b33f786d-2050-4671-986e-01f8616ee27b,d154a08d-896d-4362-81b1-1dbcc0a3101c,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:36.200,43,Carry,
,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,b33f786d-2050-4671-986e-01f8616ee27b,941,,,,16.0,41.0,21,,-1.3734008,,,69,Keeper Arm,,,,19.0,26.0,,1,Ground Pass,15.297058,,,6332,Thomas Vermaelen,,,,,,,,1,1,Regular Play,3509,Thibaut Courtois,1,Goalkeeper,48,782,Belgium,dafc8a20-0021-41ae-adb3-2df0ec7c5447,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:37.560,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dafc8a20-0021-41ae-adb3-2df0ec7c5447,942,,,,19.0,26.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,6332,Thomas Vermaelen,5,Left Center Back,48,782,Belgium,b33f786d-2050-4671-986e-01f8616ee27b,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:38.720,42,Ball Receipt*,
,,,,,,,,24.0,25.0,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,b162f511-0326-45f1-a09f-2079b30a2d6d,943,,,,19.0,26.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,6332,Thomas Vermaelen,5,Left Center Back,48,782,Belgium,552dd7ad-3fd1-430e-bb17-963c8bed6fd0,dafc8a20-0021-41ae-adb3-2df0ec7c5447,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:38.720,43,Carry,
,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,552dd7ad-3fd1-430e-bb17-963c8bed6fd0,944,,,,24.0,25.0,21,,1.5707964,,,38,Left Foot,,,,24.0,41.0,,1,Ground Pass,16.0,,,5639,Anga Dedryck Boyata,,,,,,,,1,1,Regular Play,6332,Thomas Vermaelen,5,Left Center Back,48,782,Belgium,c3136678-e86c-4349-819f-a4fb5f159d7e,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:41.320,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3136678-e86c-4349-819f-a4fb5f159d7e,945,,,,24.0,41.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,48,782,Belgium,552dd7ad-3fd1-430e-bb17-963c8bed6fd0,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:42.400,42,Ball Receipt*,
,,,,,,,,23.0,42.0,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,0d8b309d-4cd5-4f9b-b4cc-924ad25e330b,946,,,,24.0,41.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,48,782,Belgium,8f3e0fc9-fe6e-4e73-9fde-24a1d9cde95f,c3136678-e86c-4349-819f-a4fb5f159d7e,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:42.400,43,Carry,
,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,8f3e0fc9-fe6e-4e73-9fde-24a1d9cde95f,947,,,,23.0,42.0,21,,1.3521274,,,40,Right Foot,,,,27.0,60.0,,1,Ground Pass,18.439089,,,6331,Leander Dendoncker,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,48,782,Belgium,446cf194-9568-4c03-ac53-2b26826d84f8,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:43.600,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446cf194-9568-4c03-ac53-2b26826d84f8,948,,,,27.0,60.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,6331,Leander Dendoncker,3,Right Center Back,48,782,Belgium,8f3e0fc9-fe6e-4e73-9fde-24a1d9cde95f,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:44.720,42,Ball Receipt*,
,,,,,,,,29.0,60.0,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,59d5bc0e-02fb-4ab9-987d-bfd50cef490b,949,,,,27.0,60.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,6331,Leander Dendoncker,3,Right Center Back,48,782,Belgium,446cf194-9568-4c03-ac53-2b26826d84f8,fc1ff236-2d2c-4017-b167-e164f1d76b58,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:44.720,43,Carry,
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,fc1ff236-2d2c-4017-b167-e164f1d76b58,950,,,,29.0,60.0,21,,-1.5120405,,,40,Right Foot,,,,30.0,43.0,,1,Ground Pass,17.029387,,,5639,Anga Dedryck Boyata,,,,,,,,1,1,Regular Play,6331,Leander Dendoncker,3,Right Center Back,48,782,Belgium,1bea0c72-9c9a-4048-953f-64c988986a75,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:46.440,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bea0c72-9c9a-4048-953f-64c988986a75,951,,,,30.0,43.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Regular Play,5639,Anga Dedryck Boyata,4,Center Back,48,782,Belgium,fc1ff236-2d2c-4017-b167-e164f1d76b58,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:21:47.640,42,Ball Receipt*,
