player_id,name,team,position,value,rds-played,tot-sel,avg-per-rd,rating,points-last-rd,primary-accent,Club,player_index,names_fantasy,names_stats
112973,A. Wooten,Philadelphia Union,FWD,5.9,7,0.03%,1.71,$492K,2,12,PHI,377.0,A. Wooten-PHI,A. Wooten-PHI
426582,S. Anderson,Colorado Rapids,DEF,4,6,0.71%,1.67,$400K,DNP,10,COL,273.0,S. Anderson-COL,S. Anderson-COL
423062,P. Marie,San Jose Earthquakes,DEF,4,9,0.30%,1.67,$267K,DNP,15,SJ,379.0,P. Marie-SJ,P. Marie-SJ
234432,C. Odoi-Atsem,D.C. United,DEF,4.2,3,0.04%,1.67,$840K,DNP,5,DC,437.0,C. Odoi-Atsem-DC,C. Odoi-Atsem-DC
201405,M. Real,Philadelphia Union,DEF,4,3,0.06%,1.67,$800K,1,5,PHI,353.0,M. Real-PHI,M. Real-PHI
198532,H. Wingo,Seattle Sounders FC,MID,4.7,6,0.07%,1.67,$470K,DNP,10,SEA,586.0,H. Wingo-SEA,H. Wingo-SEA
55111,A. Rios,San Jose Earthquakes,FWD,5,10,0.02%,1.6,$313K,0,16,SJ,277.0,A. Rios-SJ,A. Rios-SJ
110624,L. Silva,Seattle Sounders FC,FWD,4.5,5,0.01%,1.6,$563K,1,8,SEA,624.0,L. Silva-SEA,L. Silva-SEA
102224,C. Fierro,San Jose Earthquakes,MID,5.4,7,0.04%,1.57,$491K,DNP,11,SJ,611.0,C. Fierro-SJ,C. Fierro-SJ
474153,E. Cuello,LA Galaxy,MID,4.1,9,0.07%,1.56,$293K,DNP,14,LA,356.0,E. Cuello-LA,E. Cuello-LA
95630,A. Morgan,Toronto FC,DEF,4,9,0.10%,1.56,$286K,DNP,14,TOR,271.0,A. Morgan-TOR,A. Morgan-TOR
110575,W. Creavalle,Philadelphia Union,MID,4,13,0.10%,1.54,$200K,DNP,20,PHI,345.0,W. Creavalle-PHI,W. Creavalle-PHI
170788,E. Cecchini,Seattle Sounders FC,MID,5.3,4,0.04%,1.5,$884K,DNP,6,SEA,552.0,E. Cecchini-SEA,E. Cecchini-SEA
445140,T. Chacon,Minnesota United FC,MID,6.7,2,0.02%,1.5,"$2,234K",DNP,3,MIN,569.0,T. Chacon-MIN,T. Chacon-MIN
177954,M. Hairston,Houston Dynamo,MID,4.5,12,0.07%,1.5,$250K,DNP,18,HOU,605.0,M. Hairston-HOU,M. Hairston-HOU
247682,F. Hernandez,Sporting Kansas City,MID,4,2,0.05%,1.5,"$1,334K",2,3,SKC,540.0,F. Hernandez-SKC,F. Hernandez-SKC
95278,J. Plata,Real Salt Lake,MID,4.5,17,0.12%,1.47,$180K,DNP,25,RSL,296.0,J. Plata-RSL,J. Plata-RSL
423069,J. Williams,Columbus Crew SC,FWD,4,7,0.32%,1.43,$400K,DNP,10,CLB,614.0,J. Williams-CLB,J. Williams-CLB
234420,E. Williamson,Portland Timbers,MID,4,7,0.18%,1.43,$400K,DNP,10,POR,589.0,E. Williamson-POR,E. Williamson-POR
451489,A. Perez,Los Angeles Football Club,MID,4,12,0.20%,1.42,$236K,DNP,17,LAFC,288.0,A. Perez-LAFC,A. Perez-LAFC
443517,D. Campos,Chicago Fire,DEF,4,10,0.26%,1.4,$286K,DNP,14,CHI,571.0,D. Campos-CHI,D. Campos-CHI
234214,A. Gutman,FC Cincinnati,DEF,4,8,0.15%,1.38,$364K,1,11,CIN,365.0,A. Gutman-CIN,A. Gutman-CIN
60225,Q. Amarikwa,D.C. United,FWD,4,23,0.84%,1.35,$130K,2,31,DC,261.0,Q. Amarikwa-DC,Q. Amarikwa-DC
82844,C. Bone,FC Cincinnati,MID,4.3,6,0.07%,1.33,$538K,DNP,8,CIN,477.0,C. Bone-CIN,C. Bone-CIN
245020,M. Epps,New York Red Bulls,MID,5,3,0.03%,1.33,"$1,250K",DNP,4,NY,555.0,M. Epps-NY,M. Epps-RBNY
429428,A. Ocampo-Chavez,Seattle Sounders FC,FWD,4,3,0.33%,1.33,"$1,000K",DNP,4,SEA,526.0,A. Ocampo-Chavez-SEA,A. Ocampo-Chavez-SEA
95259,S. Carrasco,LA Galaxy,MID,4,16,0.77%,1.31,$191K,DNP,21,LA,489.0,S. Carrasco-LA,S. Carrasco-LA
169013,J. Medranda,Sporting Kansas City,DEF,4,10,0.16%,1.3,$308K,0,13,SKC,388.0,J. Medranda-SKC,J. Medranda-SKC
223353,B. Reynolds,FC Dallas,DEF,4,10,3.11%,1.3,$308K,DNP,13,DAL,349.0,B. Reynolds-DAL,B. Reynolds-DAL
177984,J. Portillo,Real Salt Lake,MID,4.2,4,0.07%,1.25,$840K,DNP,5,RSL,544.0,J. Portillo-RSL,J. Portillo-RSL
225063,B. Tabla,Montreal Impact,MID,5.3,4,0.01%,1.25,"$1,060K",DNP,5,MTL,557.0,B. Tabla-MTL,B. Tabla-MTL
107941,T. Boyd,Toronto FC,FWD,5.1,11,0.03%,1.18,$393K,DNP,13,TOR,592.0,T. Boyd-TOR,T. Boyd-TOR
423559,T. Schmitt,Real Salt Lake,FWD,4,6,0.31%,1.17,$572K,DNP,7,RSL,447.0,T. Schmitt-RSL,T. Schmitt-RSL
244998,N. Hansen,Houston Dynamo,MID,4,13,0.09%,1.15,$267K,DNP,15,HOU,541.0,N. Hansen-HOU,N. Hansen-HOU
148707,A. Moreno,Chicago Fire,MID,4,7,0.21%,1.14,$500K,DNP,8,CHI,610.0,A. Moreno-CHI,A. Moreno-CHI
439742,R. Pepi,FC Dallas,FWD,4,7,0.19%,1.14,$500K,1,8,DAL,528.0,R. Pepi-DAL,R. Pepi-DAL
202407,A. Sjöberg,Colorado Rapids,DEF,4.3,7,0.07%,1.14,$538K,DNP,8,COL,601.0,A. Sjöberg-COL,A. Sjöberg-COL
244709,J. Ardaiz,Vancouver Whitecaps FC,FWD,4.1,16,0.09%,1.13,$228K,DNP,18,VAN,628.0,J. Ardaiz-VAN,J. Ardaiz-VAN
141538,N. Albadawi,FC Cincinnati,MID,5,1,0.04%,1,"$5,000K",DNP,1,CIN,497.0,N. Albadawi-CIN,N. Albadawi-CIN
132000,Fabinho,Philadelphia Union,DEF,4.3,1,0.09%,1,"$4,300K",DNP,1,PHI,,Fabinho-PHI,
223355,L. Arriaga,Real Salt Lake,MID,4,2,4.34%,1,"$2,000K",DNP,2,RSL,472.0,L. Arriaga-RSL,L. Arriaga-RSL
213700,D. Bedoya,New York City FC,MID,4.3,1,0.09%,1,"$4,300K",DNP,1,NYC,468.0,D. Bedoya-NYC,D. Bedoya-NYC
200786,E. Calvillo,San Jose Earthquakes,MID,5,2,0.04%,1,"$2,500K",DNP,2,SJ,421.0,E. Calvillo-SJ,E. Calvillo-SJ
220142,A. Carleton,Atlanta United FC,MID,4.5,3,0.02%,1,"$1,500K",DNP,3,ATL,536.0,A. Carleton-ATL,A. Carleton-ATL
423406,E. Dick,Sporting Kansas City,GK,4,1,2.21%,1,"$4,000K",1,1,SKC,688.0,E. Dick-SKC,E. Dick-SKC
424474,G. Dorsey,Toronto FC,MID,4.3,1,0.03%,1,"$4,300K",DNP,1,TOR,518.0,G. Dorsey-TOR,G. Dorsey-TOR
426120,G. Fuentes,San Jose Earthquakes,MID,4.3,1,0.04%,1,"$4,300K",DNP,1,SJ,510.0,G. Fuentes-SJ,G. Fuentes-SJ
87337,E. Gyasi,FC Dallas,MID,5.8,4,0.02%,1,"$1,450K",DNP,4,DAL,566.0,E. Gyasi-DAL,E. Gyasi-DAL
427396,J. Haak,New York City FC,MID,4,3,0.92%,1,"$1,334K",DNP,3,NYC,514.0,J. Haak-NYC,J. Haak-NYC
474177,S. Haji,San Jose Earthquakes,MID,4.5,1,0.00%,1,"$4,500K",DNP,1,SJ,498.0,S. Haji-SJ,S. Haji-SJ
249537,N. Jackson,Colorado Rapids,FWD,4.4,4,0.10%,1,"$1,100K",DNP,4,COL,556.0,N. Jackson-COL,N. Jackson-COL
230802,D. Jones,Philadelphia Union,MID,5,2,0.01%,1,"$2,500K",DNP,2,PHI,467.0,D. Jones-PHI,D. Jones-NSC
66857,K. Kratz,Atlanta United FC,MID,5,1,0.08%,1,"$5,000K",DNP,1,ATL,475.0,K. Kratz-ATL,K. Kratz-ATL
198572,F. Langsdorf,Portland Timbers,FWD,4,2,0.85%,1,"$2,000K",DNP,2,POR,426.0,F. Langsdorf-POR,F. Langsdorf-POR
231573,B. Levis,Vancouver Whitecaps FC,DEF,4,9,0.14%,1,$445K,DNP,9,VAN,537.0,B. Levis-VAN,B. Levis-VAN
226637,C. Martinez,Chicago Fire,MID,5,5,0.04%,1,"$1,000K",DNP,5,CHI,582.0,C. Martinez-CHI,C. Martinez-CHI
111750,L. Melano,Portland Timbers,FWD,5.2,8,0.03%,1,$650K,DNP,8,POR,567.0,L. Melano-POR,L. Melano-POR
424258,G. Mukumbilwa,Vancouver Whitecaps FC,DEF,4,1,0.19%,1,"$4,000K",1,1,VAN,516.0,G. Mukumbilwa-VAN,G. Mukumbilwa-VAN
153453,L. Mulholland,Real Salt Lake,MID,5.2,1,0.03%,1,"$5,200K",DNP,1,RSL,428.0,L. Mulholland-RSL,L. Mulholland-RSL
449686,M. Ngalina,Philadelphia Union,FWD,5,1,0.05%,1,"$5,000K",DNP,1,PHI,504.0,M. Ngalina-PHI,M. Ngalina-PHI
151935,K. Opare,Colorado Rapids,DEF,4.5,3,0.04%,1,"$1,500K",DNP,3,COL,550.0,K. Opare-COL,K. Opare-COL
423553,K. Partida,San Jose Earthquakes,DEF,4,1,0.22%,1,"$4,000K",DNP,1,SJ,446.0,K. Partida-SJ,K. Partida-SJ
474174,J. Perez,Los Angeles Football Club,MID,4,1,0.57%,1,"$4,000K",DNP,1,LAFC,531.0,J. Perez-LAFC,J. Perez-LAFC
219603,A. Rwatubyaye,Colorado Rapids,DEF,4,2,0.40%,1,"$2,000K",DNP,2,COL,558.0,A. Rwatubyaye-COL,A. Rwatubyaye-COL
165096,M. Salazar,Houston Dynamo,FWD,4,7,0.53%,1,$572K,DNP,7,HOU,546.0,M. Salazar-HOU,M. Salazar-HOU
424432,J. Torres,New York City FC,MID,4.3,1,0.06%,1,"$4,300K",DNP,1,NYC,517.0,J. Torres-NYC,J. Torres-NYC
443009,E. Twumasi,FC Dallas,MID,4.5,2,0.04%,1,"$2,250K",DNP,2,DAL,527.0,E. Twumasi-DAL,E. Twumasi-DAL
82521,J. Vitor Junior,LA Galaxy,MID,5,2,0.08%,1,"$2,500K",DNP,2,LA,,J. Vitor Junior-LA,
60153,R. Wallace,Sporting Kansas City,DEF,4,1,1.70%,1,"$4,000K",DNP,1,SKC,479.0,R. Wallace-SKC,R. Wallace-SKC
474162,A. Ward,D.C. United,DEF,4.5,1,0.01%,1,"$4,500K",DNP,1,DC,502.0,A. Ward-DC,A. Ward-DC
180233,B. Wright,New England Revolution,FWD,5,2,0.12%,1,"$2,500K",DNP,2,NE,423.0,B. Wright-NE,B. Wright-NE
243943,E. Zubak,LA Galaxy,FWD,4.3,3,0.08%,1,"$1,434K",DNP,3,LA,583.0,E. Zubak-LA,E. Zubak-LA
447810,M. Jorgensen,New York Red Bulls,FWD,6,5,0.07%,0.8,"$1,500K",DNP,4,NY,595.0,M. Jorgensen-NY,M. Jorgensen-RBNY
135297,M. Ambrose,Atlanta United FC,DEF,4.1,4,0.05%,0.75,"$1,367K",DNP,3,ATL,496.0,M. Ambrose-ATL,M. Ambrose-ATL
178799,R. Peña,Houston Dynamo,FWD,4,4,0.25%,0.75,"$1,334K",DNP,3,HOU,551.0,R. Peña-HOU,R. Peña-HOU
107978,J. Blomberg,Colorado Rapids,MID,5.5,3,0.02%,0.67,"$2,750K",DNP,2,COL,565.0,J. Blomberg-COL,J. Blomberg-COL
223215,L. Felipe,San Jose Earthquakes,MID,4.4,3,0.03%,0.67,"$2,200K",DNP,2,SJ,473.0,L. Felipe-SJ,L. Felipe-SJ
203478,A. Abang,New York Red Bulls,FWD,5.5,0,0.00%,0,"$5,500K",DNP,0,NY,,A. Abang-NY,
116185,Nana,Colorado Rapids,MID,5,0,0.02%,0,"$5,000K",DNP,0,COL,,Nana-COL,
426106,J. Akanyirige,San Jose Earthquakes,DEF,4,0,0.18%,0,"$4,000K",DNP,0,SJ,509.0,J. Akanyirige-SJ,J. Akanyirige-SJ
177980,J. Allen,Real Salt Lake,MID,5,0,0.01%,0,"$5,000K",DNP,0,RSL,,J. Allen-RSL,
110557,R. Allen,Philadelphia Union,DEF,4.5,0,0.02%,0,"$4,500K",DNP,0,PHI,487.0,R. Allen-PHI,R. Allen-PHI
474183,F. Amaya,FC Cincinnati,MID,5,0,0.00%,0,"$5,000K",DNP,0,CIN,635.0,F. Amaya-CIN,F. Amaya-CIN
223234,I. Angking,New England Revolution,MID,5,0,0.02%,0,"$5,000K",DNP,0,NE,474.0,I. Angking-NE,I. Angking-NE
176416,H. Arellano,LA Galaxy,DEF,4.5,0,0.01%,0,"$4,500K",DNP,0,LA,432.0,H. Arellano-LA,H. Arellano-LA
474179,A. Asiedu,Atlanta United FC,MID,4,0,0.00%,0,"$4,000K",DNP,0,ATL,499.0,A. Asiedu-ATL,A. Asiedu-ATL
226311,J. Bakero,Toronto FC,MID,5,0,0.01%,0,"$5,000K",DNP,0,TOR,459.0,J. Bakero-TOR,J. Bakero-TOR
244407,M. Baldisimo,Vancouver Whitecaps FC,MID,4,0,1.23%,0,"$4,000K",DNP,0,VAN,441.0,M. Baldisimo-VAN,M. Baldisimo-VAN
234311,L. Barraza,New York City FC,GK,4,0,0.87%,0,"$4,000K",DNP,0,NYC,705.0,L. Barraza-NYC,L. Barraza-NYC
247451,L. Batista,Los Angeles Football Club,DEF,4,0,0.29%,0,"$4,000K",DNP,0,LAFC,444.0,L. Batista-LAFC,L. Batista-LAFC
443433,J. Beaulieu,Montreal Impact,GK,4,0,0.49%,0,"$4,000K",DNP,0,MTL,718.0,J. Beaulieu-MTL,J. Beaulieu-MTL
426771,G. Bello,Atlanta United FC,DEF,4.5,0,0.12%,0,"$4,500K",DNP,0,ATL,506.0,G. Bello-ATL,G. Bello-ATL
50136,T. Beltran,Real Salt Lake,DEF,4.5,0,0.01%,0,"$4,500K",DNP,0,RSL,480.0,T. Beltran-RSL,T. Beltran-RSL
173614,M. Bersano,San Jose Earthquakes,GK,4,0,0.38%,0,"$4,000K",DNP,0,SJ,709.0,M. Bersano-SJ,M. Bersano-SJ
126206,E. Bird,Houston Dynamo,MID,4.5,0,0.02%,0,"$4,500K",DNP,0,HOU,493.0,E. Bird-HOU,E. Bird-HOU
248938,Z. Brault-Guillard,Montreal Impact,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,MTL,403.0,Z. Brault-Guillard-MTL,Z. Brault-Guillard-MTL
475715,A. Bustamante,D.C. United,MID,4.5,0,0.05%,0,"$4,500K",DNP,0,DC,501.0,A. Bustamante-DC,A. Bustamante-DC
209818,J. Caldwell,New York City FC,GK,4,0,0.94%,0,"$4,000K",DNP,0,NYC,700.0,J. Caldwell-NYC,J. Caldwell-NYC
426797,G. Campbell,Atlanta United FC,DEF,4,0,0.13%,0,"$4,000K",DNP,0,ATL,,G. Campbell-ATL,
245017,S. Cleveland,Chicago Fire,GK,4.5,0,0.05%,0,"$4,500K",DNP,0,CHI,722.0,S. Cleveland-CHI,S. Cleveland-CHI
423237,E. Collier,Chicago Fire,MID,4.5,0,0.01%,0,"$4,500K",DNP,0,CHI,448.0,E. Collier-CHI,E. Collier-CHI
197011,C. Colman,FC Dallas,FWD,5,0,0.06%,0,"$5,000K",DNP,0,DAL,424.0,C. Colman-DAL,C. Colman-DAL
437690,S. Colyn,Vancouver Whitecaps FC,MID,4.5,0,0.00%,0,"$4,500K",DNP,0,VAN,519.0,S. Colyn-VAN,S. Colyn-VAN
437693,S. Colyn,Vancouver Whitecaps FC,MID,4.5,0,0.03%,0,"$4,500K",DNP,0,VAN,519.0,S. Colyn-VAN,S. Colyn-VAN
467478,C. Cowell,San Jose Earthquakes,FWD,4,0,0.51%,0,"$4,000K",DNP,0,SJ,503.0,C. Cowell-SJ,C. Cowell-SJ
176403,P. Da Silva,Orlando City SC,MID,5,0,0.01%,0,"$5,000K",DNP,0,ORL,,P. Da Silva-ORL,
244377,A. Daniels,Toronto FC,MID,4,0,0.55%,0,"$4,000K",DNP,0,TOR,440.0,A. Daniels-TOR,A. Daniels-TOR
40275,G. dos Santos,LA Galaxy,MID,8.5,0,0.00%,0,"$8,500K",DNP,0,LA,,G. dos Santos-LA,
224651,C. Duke,Sporting Kansas City,MID,4,0,0.18%,0,"$4,000K",DNP,0,SKC,463.0,C. Duke-SKC,C. Duke-SKC
421818,J. Dunn,Toronto FC,DEF,4,0,0.37%,0,"$4,000K",DNP,0,TOR,450.0,J. Dunn-TOR,J. Dunn-TOR
130049,E. Edwards Jr.,D.C. United,GK,4,0,0.45%,0,"$4,000K",DNP,0,DC,,E. Edwards Jr.-DC,
447557,P. Ejimadu,Los Angeles Football Club,GK,4,0,0.29%,0,"$4,000K",DNP,0,LAFC,719.0,P. Ejimadu-LAFC,P. Ejimadu-LAFC
227656,L. Fernando,Atlanta United FC,MID,5,0,0.00%,0,"$5,000K",DNP,0,ATL,466.0,L. Fernando-ATL,L. Fernando-ATL
224546,N. Firmino,New England Revolution,MID,4,0,0.97%,0,"$4,000K",DNP,0,NE,462.0,N. Firmino-NE,N. Firmino-NE
202378,O. Fisher,D.C. United,DEF,5,0,0.05%,0,"$5,000K",DNP,0,DC,422.0,O. Fisher-DC,O. Fisher-DC
234251,K. Ford,Colorado Rapids,DEF,4.5,0,0.01%,0,"$4,500K",DNP,0,COL,436.0,K. Ford-COL,K. Ford-COL
439940,T. Freeman,Sporting Kansas City,FWD,4,0,0.57%,0,"$4,000K",DNP,0,SKC,520.0,T. Freeman-SKC,T. Freeman-SKC
234618,J. Gallagher,Atlanta United FC,DEF,4.5,0,0.03%,0,"$4,500K",DNP,0,ATL,438.0,J. Gallagher-ATL,J. Gallagher-ATL
41921,S. Gashi,Colorado Rapids,FWD,5,0,0.00%,0,"$5,000K",DNP,0,COL,,S. Gashi-COL,
226306,L. Gdula,FC Cincinnati,DEF,4.5,0,0.04%,0,"$4,500K",DNP,0,CIN,457.0,L. Gdula-CIN,L. Gdula-CIN
220147,C. Goslin,Atlanta United FC,MID,4.5,0,0.04%,0,"$4,500K",DNP,0,ATL,471.0,C. Goslin-ATL,C. Goslin-ATL
210841,A. Grinwis,Orlando City SC,GK,4.5,0,0.03%,0,"$4,500K",DNP,0,ORL,701.0,A. Grinwis-ORL,A. Grinwis-ORL
149779,A. Guido,Los Angeles Football Club,MID,5,0,0.03%,0,"$5,000K",DNP,0,LAFC,494.0,A. Guido-LAFC,A. Guido-LAFC
234669,J. Hague,FC Cincinnati,GK,4,0,0.48%,0,"$4,000K",DNP,0,CIN,721.0,J. Hague-CIN,J. Hague-CIN
248397,T. Hasal,Vancouver Whitecaps FC,GK,4,0,0.22%,0,"$4,000K",DNP,0,VAN,723.0,T. Hasal-VAN,T. Hasal-VAN
103903,A. Henley,Real Salt Lake,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,RSL,485.0,A. Henley-RSL,A. Henley-RSL
209256,Z. Herivaux,New England Revolution,MID,5,0,0.02%,0,"$5,000K",DNP,0,NE,416.0,Z. Herivaux-NE,Z. Herivaux-NE
173423,J. Hernandez,Atlanta United FC,DEF,4.5,0,0.02%,0,"$4,500K",DNP,0,ATL,433.0,J. Hernandez-ATL,J. Hernandez-ATL
95279,M. Hernandez,FC Dallas,DEF,4.5,0,0.03%,0,"$4,500K",DNP,0,DAL,488.0,M. Hernandez-DAL,M. Hernandez-DAL
197421,T. Hilliard-Arce,LA Galaxy,DEF,4.5,0,0.01%,0,"$4,500K",DNP,0,LA,425.0,T. Hilliard-Arce-LA,T. Hilliard-Arce-LA
88460,A. Horwath,Real Salt Lake,GK,4,0,3.23%,0,"$4,000K",DNP,0,RSL,695.0,A. Horwath-RSL,A. Horwath-RSL
250677,M. Hundley,Colorado Rapids,FWD,4,0,0.64%,0,"$4,000K",DNP,0,COL,455.0,M. Hundley-COL,M. Hundley-COL
151534,A. Ivacic,Portland Timbers,GK,4.5,0,0.04%,0,"$4,500K",DNP,0,POR,715.0,A. Ivacic-POR,A. Ivacic-POR
177978,B. Jamieson IV,LA Galaxy,MID,5,0,0.04%,0,"$5,000K",DNP,0,LA,,B. Jamieson IV-LA,
423492,S. Junqua,Houston Dynamo,DEF,4,0,0.25%,0,"$4,000K",DNP,0,HOU,449.0,S. Junqua-HOU,S. Junqua-HOU
156919,A. Kann,Atlanta United FC,GK,4.5,0,0.09%,0,"$4,500K",DNP,0,ATL,712.0,A. Kann-ATL,A. Kann-ATL
226376,J. Koffi,New York Red Bulls,MID,5,0,0.03%,0,"$5,000K",DNP,0,NY,460.0,J. Koffi-NY,J. Koffi-RBNY
249242,L. Kunga,Atlanta United FC,MID,4.5,0,0.02%,0,"$4,500K",DNP,0,ATL,453.0,L. Kunga-ATL,L. Kunga-ATL
244768,C. Lindley,Orlando City SC,MID,5,0,0.01%,0,"$5,000K",DNP,0,ORL,442.0,C. Lindley-ORL,C. Lindley-ORL
234377,E. Louro,New York Red Bulls,GK,4,0,0.29%,0,"$4,000K",DNP,0,NY,706.0,E. Louro-NY,E. Louro-RBNY
442446,B. Lundgaard,Columbus Crew SC,GK,4,0,0.36%,0,"$4,000K",DNP,0,CLB,716.0,B. Lundgaard-CLB,B. Lundgaard-CLB
128117,B. Lundt,FC Cincinnati,GK,4,0,0.52%,0,"$4,000K",DNP,0,CIN,713.0,B. Lundt-CIN,B. Lundt-CIN
442461,C. Manley,Minnesota United FC,DEF,4,1,0.35%,0,"$4,000K",DNP,0,MIN,522.0,C. Manley-MIN,C. Manley-MIN
226384,J. Marcinkowski,San Jose Earthquakes,GK,4,0,0.38%,0,"$4,000K",DNP,0,SJ,704.0,J. Marcinkowski-SJ,J. Marcinkowski-SJ
220458,J. McCrary,Seattle Sounders FC,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,SEA,,J. McCrary-SEA,
427839,E. McCue,Houston Dynamo,DEF,4,0,0.35%,0,"$4,000K",DNP,0,HOU,,E. McCue-HOU,
164479,K. McIntosh,Portland Timbers,GK,4,0,0.32%,0,"$4,000K",DNP,0,POR,,K. McIntosh-POR,
102553,J. McLaughlin,FC Cincinnati,MID,5,0,0.03%,0,"$5,000K",DNP,0,CIN,,J. McLaughlin-CIN,
225054,T. Meilleur-Giguere,Montreal Impact,DEF,4,0,0.34%,0,"$4,000K",DNP,0,MTL,464.0,T. Meilleur-Giguere-MTL,T. Meilleur-Giguere-MTL
112544,S. Melvin,Vancouver Whitecaps FC,GK,4,0,0.57%,0,"$4,000K",DNP,0,VAN,692.0,S. Melvin-VAN,S. Melvin-VAN
107672,B. Meredith,Seattle Sounders FC,GK,4.5,0,0.05%,0,"$4,500K",DNP,0,SEA,693.0,B. Meredith-SEA,B. Meredith-SEA
204261,B. Mines,New York Red Bulls,MID,4.5,0,0.14%,0,"$4,500K",DNP,0,NY,420.0,B. Mines-NY,B. Mines-RBNY
234177,A. Mohamed,New York City FC,DEF,4,0,0.89%,0,"$4,000K",DNP,0,NYC,,A. Mohamed-NYC,
474180,C. Montgomery,FC Dallas,DEF,4.5,0,0.03%,0,"$4,500K",DNP,0,DAL,500.0,C. Montgomery-DAL,C. Montgomery-DAL
205550,B. Moore,Atlanta United FC,GK,4,0,0.28%,0,"$4,000K",DNP,0,ATL,699.0,B. Moore-ATL,B. Moore-ATL
224642,T. Muse,Seattle Sounders FC,GK,4,0,0.45%,0,"$4,000K",DNP,0,SEA,702.0,T. Muse-SEA,T. Muse-SEA
247041,H. Ndam,FC Cincinnati,DEF,4.5,0,0.01%,0,"$4,500K",DNP,0,CIN,443.0,H. Ndam-CIN,H. Ndam-CIN
442466,M. Nelson,Houston Dynamo,GK,4,0,0.30%,0,"$4,000K",DNP,0,HOU,717.0,M. Nelson-HOU,M. Nelson-HOU
247683,D. Norman Jr.,Vancouver Whitecaps FC,MID,4.5,0,0.02%,0,"$4,500K",DNP,0,VAN,,D. Norman Jr.-VAN,
250679,D. Ochoa,Real Salt Lake,GK,4,0,0.46%,0,"$4,000K",DNP,0,RSL,724.0,D. Ochoa-RSL,D. Ochoa-RSL
163523,J. Ockford,San Jose Earthquakes,DEF,4.5,0,0.02%,0,"$4,500K",DNP,0,SJ,427.0,J. Ockford-SJ,J. Ockford-SJ
421819,N. Okello,Toronto FC,MID,4,0,0.36%,0,"$4,000K",DNP,0,TOR,451.0,N. Okello-TOR,N. Okello-TOR
422516,P. Okonkwo,Atlanta United FC,FWD,4,0,0.59%,0,"$4,000K",DNP,0,ATL,452.0,P. Okonkwo-ATL,P. Okonkwo-ATL
442451,W. Omsberg,Minnesota United FC,DEF,4,0,0.39%,0,"$4,000K",DNP,0,MIN,521.0,W. Omsberg-MIN,W. Omsberg-MIN
443538,E. Opoku,Columbus Crew SC,MID,4.5,0,0.06%,0,"$4,500K",DNP,0,CLB,507.0,E. Opoku-CLB,E. Opoku-CLB
225053,J. Pantemis,Montreal Impact,GK,4,0,0.27%,0,"$4,000K",DNP,0,MTL,703.0,J. Pantemis-MTL,J. Pantemis-MTL
50051,C. Patterson-Sewell,Toronto FC,GK,4.5,0,0.07%,0,"$4,500K",DNP,0,TOR,690.0,C. Patterson-Sewell-TOR,C. Patterson-Sewell-TOR
186679,J. Qwiberg,San Jose Earthquakes,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,SJ,,J. Qwiberg-SJ,
226305,S. Raben,Colorado Rapids,DEF,4.5,0,0.02%,0,"$4,500K",DNP,0,COL,456.0,S. Raben-COL,S. Raben-COL
224029,A. Rawls,Colorado Rapids,GK,4,0,0.40%,0,"$4,000K",DNP,0,COL,698.0,A. Rawls-COL,A. Rawls-COL
426473,A. Reynolds II,Chicago Fire,DEF,4,0,0.62%,0,"$4,000K",DNP,0,CHI,,A. Reynolds II-CHI,
218539,P. Ruiz,Real Salt Lake,MID,5,0,0.04%,0,"$5,000K",DNP,0,RSL,469.0,P. Ruiz-RSL,P. Ruiz-RSL
95298,R. Sanchez,Chicago Fire,GK,4,0,0.92%,0,"$4,000K",DNP,0,CHI,694.0,R. Sanchez-CHI,R. Sanchez-CHI
427426,J. Scally,New York City FC,DEF,4,0,0.33%,0,"$4,000K",DNP,0,NYC,515.0,J. Scally-NYC,J. Scally-NYC
437110,D. Sealy,FC Dallas,MID,4,0,1.44%,0,"$4,000K",DNP,0,DAL,,D. Sealy-DAL,
77521,B. Shuttleworth,Minnesota United FC,GK,4.5,0,0.10%,0,"$4,500K",DNP,0,MIN,691.0,B. Shuttleworth-MIN,B. Shuttleworth-MIN
471798,G. Slonina,Chicago Fire,GK,4,0,0.71%,0,"$4,000K",DNP,0,CHI,720.0,G. Slonina-CHI,G. Slonina-CHI
151937,B. Smith,FC Cincinnati,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,CIN,429.0,B. Smith-CIN,B. Smith-CIN
114236,G. Somi,New England Revolution,DEF,4.5,0,0.00%,0,"$4,500K",DNP,0,NE,490.0,G. Somi-NE,G. Somi-NE
234433,D. St. Clair,Minnesota United FC,GK,4,0,0.42%,0,"$4,000K",DNP,0,MIN,,D. St. Clair-MIN,
219510,M. Stajduhar,Orlando City SC,GK,4,0,0.44%,0,"$4,000K",DNP,0,ORL,696.0,M. Stajduhar-ORL,M. Stajduhar-ORL
221400,A. Tarbell,San Jose Earthquakes,GK,4.5,0,0.02%,0,"$4,500K",DNP,0,SJ,697.0,A. Tarbell-SJ,A. Tarbell-SJ
