location/0,location/1,possession_team/name,player/id,timestamp,period,team/name,type/name,counterpress,pass/recipient/id,pass/outcome/name,goalkeeper/type/name,duel/outcome/name,duel/type/name,duration,pass/length,pass/cross,secs,game_time,player,end_location/0,end_location/1,end_location/2
61.0,41.0,England,3318.0,00:00:00.920,1.0,England,Pass,,3244.0,,,,,1.279,18.788294,,0.92,00:00,M Rashford,44.0,33.0,
44.0,33.0,England,3244.0,00:00:02.199,1.0,England,Ball Receipt*,,,,,,,0.0,,,2.199,00:02,J Stones,44.0,33.0,
44.0,33.0,England,3244.0,00:00:02.199,1.0,England,Carry,,,,,,,2.161,,,2.199,00:02,J Stones,45.0,36.0,
48.0,41.0,England,3457.0,00:00:03.680,1.0,Belgium,Pressure,,,,,,,0.72,,,3.68,00:03,M Batshuayi,48.0,41.0,
45.0,36.0,England,3244.0,00:00:04.360,1.0,England,Pass,,3314.0,,,,,1.359,20.615528,,4.36,00:04,J Stones,53.0,55.0,
53.0,55.0,England,3314.0,00:00:05.719,1.0,England,Ball Receipt*,,,,,,,0.0,,,5.719,00:05,P Jones,53.0,55.0,
53.0,55.0,England,3314.0,00:00:05.719,1.0,England,Carry,,,,,,,1.441,,,5.719,00:05,P Jones,56.0,62.0,
56.0,62.0,England,3314.0,00:00:07.160,1.0,England,Pass,,3664.0,,,,,1.039,12.806249,,7.16,00:07,P Jones,64.0,72.0,
64.0,72.0,England,3664.0,00:00:08.199,1.0,England,Ball Receipt*,,,,,,,0.0,,,8.199,00:08,T Alexander-Arnold,64.0,72.0,
64.0,72.0,England,3664.0,00:00:08.199,1.0,England,Carry,,,,,,,2.961,,,8.199,00:08,T Alexander-Arnold,65.0,75.0,
65.0,75.0,England,3664.0,00:00:11.160,1.0,England,Pass,,3244.0,,,,,1.439,26.400757,,11.16,00:11,T Alexander-Arnold,54.0,51.0,
54.0,51.0,England,3244.0,00:00:12.599,1.0,England,Ball Receipt*,,,,,,,0.0,,,12.599,00:12,J Stones,54.0,51.0,
54.0,51.0,England,3244.0,00:00:12.599,1.0,England,Carry,,,,,,,1.801,,,12.599,00:12,J Stones,58.0,44.0,
58.0,44.0,England,3244.0,00:00:14.400,1.0,England,Pass,,3645.0,,,,,1.76,29.068884,,14.4,00:14,J Stones,56.0,15.0,
52.0,9.0,England,6330.0,00:00:15.400,1.0,Belgium,Pressure,,,,,,,2.52,,,15.4,00:15,A Januzaj,52.0,9.0,
56.0,15.0,England,3645.0,00:00:16.160,1.0,England,Ball Receipt*,,,,,,,0.0,,,16.16,00:16,G Cahill,56.0,15.0,
56.0,15.0,England,3645.0,00:00:16.160,1.0,England,Carry,,,,,,,2.04,,,16.16,00:16,G Cahill,53.0,7.0,
53.0,7.0,England,3645.0,00:00:18.200,1.0,England,Pass,,3244.0,,,,,1.56,20.615528,,18.2,00:18,G Cahill,37.0,20.0,
37.0,20.0,England,3244.0,00:00:19.760,1.0,England,Ball Receipt*,,,,,,,0.0,,,19.76,00:19,J Stones,37.0,20.0,
37.0,20.0,England,3244.0,00:00:19.760,1.0,England,Carry,,,,,,,1.64,,,19.76,00:19,J Stones,30.0,23.0,
35.0,28.0,England,3457.0,00:00:19.800,1.0,Belgium,Pressure,,,,,,,0.88,,,19.8,00:19,M Batshuayi,35.0,28.0,
30.0,23.0,England,3244.0,00:00:21.400,1.0,England,Pass,,3468.0,,,,,2.279,28.42534,,21.4,00:21,J Stones,8.0,41.0,
8.0,41.0,England,3468.0,00:00:23.679,1.0,England,Ball Receipt*,,,,,,,0.0,,,23.679,00:23,J Pickford,8.0,41.0,
8.0,41.0,England,3468.0,00:00:23.679,1.0,England,Carry,,,,,,,2.361,,,23.679,00:23,J Pickford,10.0,43.0,
10.0,43.0,England,3468.0,00:00:26.040,1.0,England,Pass,,3314.0,,,,,1.679,23.769728,,26.04,00:26,J Pickford,16.0,66.0,
16.0,66.0,England,3314.0,00:00:27.719,1.0,England,Ball Receipt*,,,,,,,0.0,,,27.719,00:27,P Jones,16.0,66.0,
16.0,66.0,England,3314.0,00:00:27.719,1.0,England,Carry,,,,,,,1.161,,,27.719,00:27,P Jones,15.0,67.0,
16.0,65.0,England,3296.0,00:00:28.480,1.0,Belgium,Pressure,,,,,,,0.6,,,28.48,00:28,M Fellaini,16.0,65.0,
15.0,67.0,England,3314.0,00:00:28.880,1.0,England,Pass,,3468.0,,,,,1.279,16.40122,,28.88,00:28,P Jones,5.0,54.0,
5.0,54.0,England,3468.0,00:00:30.159,1.0,England,Ball Receipt*,,,,,,,0.0,,,30.159,00:30,J Pickford,5.0,54.0,
5.0,54.0,England,3468.0,00:00:30.159,1.0,England,Carry,,,,,,,1.321,,,30.159,00:30,J Pickford,5.0,59.0,
8.0,53.0,England,3457.0,00:00:30.360,1.0,Belgium,Pressure,,,,,,,1.08,,,30.36,00:30,M Batshuayi,8.0,53.0,
5.0,59.0,England,3468.0,00:00:31.480,1.0,England,Pass,,10960.0,Incomplete,,,,3.12,68.26419,,31.48,00:31,J Pickford,73.0,53.0,
72.0,54.0,England,10960.0,00:00:34.600,1.0,England,Ball Receipt*,,,,,,,0.0,,,34.6,00:34,J Vardy,72.0,54.0,
72.0,50.0,England,10960.0,00:00:34.600,1.0,England,Duel,,,,,,Aerial Lost,0.0,,,34.6,00:34,J Vardy,72.0,50.0,
71.0,49.0,England,6332.0,00:00:34.600,1.0,Belgium,Pass,,6331.0,Incomplete,,,,1.0,3.0,,34.6,00:34,T Vermaelen,71.0,46.0,
74.0,44.0,England,6331.0,00:00:35.600,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,35.6,00:35,L Dendoncker,74.0,44.0,
72.0,47.0,England,3318.0,00:00:35.600,1.0,England,Ball Recovery,,,,,,,0.0,,,35.6,00:35,M Rashford,72.0,47.0,
72.0,47.0,England,3318.0,00:00:35.600,1.0,England,Carry,,,,,,,0.8,,,35.6,00:35,M Rashford,74.0,47.0,
69.0,46.0,England,2954.0,00:00:35.880,1.0,Belgium,Pressure,,,,,,,0.639,,,35.88,00:35,Y Tielemans,69.0,46.0,
74.0,47.0,England,3318.0,00:00:36.400,1.0,England,Pass,,10960.0,Out,,,,3.399,46.840153,,36.4,00:36,M Rashford,119.0,60.0,
101.0,55.0,England,10960.0,00:00:39.799,1.0,England,Ball Receipt*,,,,,,,0.0,,,39.799,00:39,J Vardy,101.0,55.0,
100.0,68.0,Belgium,6332.0,00:00:55.160,1.0,Belgium,Pass,,,Incomplete,,,,0.28,3.1622777,,55.16,00:55,T Vermaelen,97.0,69.0,
98.0,70.0,Belgium,10960.0,00:00:55.440,1.0,England,Block,,,,,,,0.0,,,55.44,00:55,J Vardy,98.0,70.0,
99.0,79.0,Belgium,6332.0,00:01:06.959,1.0,Belgium,Pass,,3296.0,Incomplete,,,,1.401,24.083189,,66.959,01:06,T Vermaelen,75.0,77.0,
75.0,78.0,Belgium,3296.0,00:01:08.360,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,68.36,01:08,M Fellaini,75.0,78.0,
76.0,78.0,Belgium,10956.0,00:01:08.360,1.0,England,Pass,,,Out,,,,1.279,7.28011,,68.36,01:08,E Dier,83.0,80.0,
82.0,79.0,Belgium,6332.0,00:01:15.920,1.0,Belgium,Pass,,3296.0,,,,,1.92,26.076809,,75.92,01:15,T Vermaelen,56.0,77.0,
56.0,77.0,Belgium,3296.0,00:01:17.840,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,77.84,01:17,M Fellaini,56.0,77.0,
56.0,75.0,Belgium,3296.0,00:01:17.920,1.0,Belgium,Pass,,2954.0,Incomplete,,,,1.64,16.03122,,77.92,01:17,M Fellaini,57.0,59.0,
60.0,62.0,Belgium,2954.0,00:01:19.560,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,79.56,01:19,Y Tielemans,60.0,62.0,
58.0,60.0,Belgium,4597.0,00:01:19.560,1.0,England,Pass,,10960.0,,,,,2.919,29.614185,,79.56,01:19,F Delph,87.0,66.0,
87.0,66.0,Belgium,10960.0,00:01:22.479,1.0,England,Ball Receipt*,,,,,,,0.0,,,82.479,01:22,J Vardy,87.0,66.0,
86.0,66.0,Belgium,10960.0,00:01:22.760,1.0,England,Pass,,3504.0,Incomplete,,,,0.867,4.1231055,,82.76,01:22,J Vardy,82.0,67.0,
85.0,65.0,Belgium,6332.0,00:01:22.760,1.0,Belgium,Duel,True,,,,,Aerial Lost,0.0,,,82.76,01:22,T Vermaelen,85.0,65.0,
81.0,67.0,Belgium,3504.0,00:01:23.627,1.0,England,Ball Receipt*,,,,,,,0.0,,,83.627,01:23,R Loftus-Cheek,81.0,67.0,
81.0,66.0,Belgium,3037.0,00:01:23.627,1.0,Belgium,Interception,True,,,,,,0.0,,,83.627,01:23,M Dembélé,81.0,66.0,
83.0,76.0,Belgium,5632.0,00:01:24.240,1.0,Belgium,Pass,,3037.0,,,,,1.0,5.0990195,,84.24,01:24,T Hazard,82.0,71.0,
80.0,70.0,Belgium,3504.0,00:01:24.879,1.0,England,Pressure,,,,,,,1.6,,,84.879,01:24,R Loftus-Cheek,80.0,70.0,
82.0,71.0,Belgium,3037.0,00:01:25.240,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,85.24,01:25,M Dembélé,82.0,71.0,
82.0,71.0,Belgium,3037.0,00:01:25.240,1.0,Belgium,Carry,,,,,,,1.64,,,85.24,01:25,M Dembélé,78.0,75.0,
79.0,75.0,Belgium,10956.0,00:01:25.802,1.0,England,Pressure,,,,,,,1.478,,,85.80199999999999,01:25,E Dier,79.0,75.0,
78.0,75.0,Belgium,3037.0,00:01:26.880,1.0,Belgium,Pass,,5632.0,,,,,0.6,2.828427,,86.88,01:26,M Dembélé,80.0,77.0,
83.0,77.0,Belgium,3504.0,00:01:27.467,1.0,England,Pressure,,,,,,,1.053,,,87.467,01:27,R Loftus-Cheek,83.0,77.0,
80.0,77.0,Belgium,5632.0,00:01:27.480,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,87.48,01:27,T Hazard,80.0,77.0,
80.0,77.0,Belgium,5632.0,00:01:27.480,1.0,Belgium,Carry,,,,,,,1.12,,,87.48,01:27,T Hazard,82.0,77.0,
82.0,77.0,Belgium,5632.0,00:01:28.600,1.0,Belgium,Pass,,6332.0,Incomplete,,,,3.84,38.078865,,88.6,01:28,T Hazard,117.0,62.0,
107.0,64.0,Belgium,6332.0,00:01:32.440,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,92.44,01:32,T Vermaelen,107.0,64.0,
118.0,63.0,Belgium,10960.0,00:01:32.440,1.0,England,Pass,,3318.0,Incomplete,,,,0.88,18.0,True,92.44,01:32,J Vardy,118.0,45.0,
115.0,41.0,Belgium,3318.0,00:01:33.320,1.0,England,Ball Receipt*,,,,,,,0.0,,,93.32,01:33,M Rashford,115.0,41.0,
117.0,44.0,Belgium,3509.0,00:01:33.320,1.0,Belgium,Clearance,,,,,,,0.0,,,93.32,01:33,T Courtois,117.0,44.0,
100.0,37.0,Belgium,2954.0,00:01:34.880,1.0,Belgium,Pressure,,,,,,,0.719,,,94.88,01:34,Y Tielemans,100.0,37.0,
96.0,38.0,Belgium,4597.0,00:01:35.000,1.0,England,Ball Recovery,,,,,,,0.0,,,95.0,01:35,F Delph,96.0,38.0,
96.0,38.0,Belgium,4597.0,00:01:35.000,1.0,England,Carry,,,,,,,1.16,,,95.0,01:35,F Delph,98.0,40.0,
97.0,39.0,Belgium,2954.0,00:01:36.160,1.0,Belgium,Dribbled Past,True,,,,,,0.0,,,96.16,01:36,Y Tielemans,97.0,39.0,
98.0,40.0,Belgium,4597.0,00:01:36.160,1.0,England,Dribble,,,,,,,0.0,,,96.16,01:36,F Delph,98.0,40.0,
99.0,47.0,Belgium,5632.0,00:01:36.947,1.0,Belgium,Pass,,3296.0,,,,,0.533,6.4031243,,96.947,01:36,T Hazard,94.0,43.0,
94.0,43.0,Belgium,3296.0,00:01:37.480,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,97.47999999999999,01:37,M Fellaini,94.0,43.0,
94.0,43.0,Belgium,3296.0,00:01:37.480,1.0,Belgium,Carry,,,,,,,2.36,,,97.47999999999999,01:37,M Fellaini,90.0,41.0,
91.0,42.0,Belgium,4597.0,00:01:39.840,1.0,England,Foul Committed,,,,,,,0.0,,,99.84,01:39,F Delph,91.0,42.0,
90.0,41.0,Belgium,3296.0,00:01:39.840,1.0,Belgium,Foul Won,,,,,,,0.0,,,99.84,01:39,M Fellaini,90.0,41.0,
90.0,40.0,Belgium,3296.0,00:01:41.480,1.0,Belgium,Pass,,6330.0,,,,,1.2,17.029387,,101.47999999999999,01:41,M Fellaini,73.0,41.0,
56.0,54.0,Belgium,10956.0,00:01:42.640,1.0,England,Pressure,,,,,,,2.999,,,102.64,01:42,E Dier,56.0,54.0,
73.0,41.0,Belgium,6330.0,00:01:42.680,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,102.68,01:42,A Januzaj,73.0,41.0,
73.0,41.0,Belgium,6330.0,00:01:42.680,1.0,Belgium,Carry,,,,,,,3.28,,,102.68,01:42,A Januzaj,55.0,55.0,
55.0,55.0,Belgium,6330.0,00:01:45.960,1.0,Belgium,Pass,,5632.0,,,,,0.68,12.369317,,105.96000000000001,01:45,A Januzaj,58.0,67.0,
58.0,67.0,Belgium,5632.0,00:01:46.640,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,106.64,01:46,T Hazard,58.0,67.0,
58.0,67.0,Belgium,5632.0,00:01:46.640,1.0,Belgium,Carry,,,,,,,0.16,,,106.64,01:46,T Hazard,57.0,72.0,
57.0,72.0,Belgium,5632.0,00:01:46.800,1.0,Belgium,Pass,,6330.0,Incomplete,,,,0.24,2.828427,,106.8,01:46,T Hazard,55.0,70.0,
48.0,72.0,Belgium,6330.0,00:01:47.040,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,107.03999999999999,01:47,A Januzaj,48.0,72.0,
56.0,71.0,Belgium,3664.0,00:01:47.040,1.0,England,Interception,,,,,,,0.0,,,107.03999999999999,01:47,T Alexander-Arnold,56.0,71.0,
30.0,58.0,Belgium,3296.0,00:02:03.227,1.0,Belgium,Pass,,3457.0,Incomplete,,,,3.292,20.615528,,123.227,02:03,M Fellaini,14.0,45.0,
21.0,55.0,Belgium,3457.0,00:02:06.519,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,126.519,02:06,M Batshuayi,21.0,55.0,
15.0,46.0,England,3468.0,00:02:06.519,1.0,England,Ball Recovery,,,,,,,0.0,,,126.519,02:06,J Pickford,15.0,46.0,
15.0,46.0,England,3468.0,00:02:06.519,1.0,England,Carry,,,,,,,6.521,,,126.519,02:06,J Pickford,12.0,42.0,
12.0,42.0,England,3468.0,00:02:13.040,1.0,England,Pass,,3314.0,,,,,1.679,23.086792,,133.04,02:13,J Pickford,19.0,64.0,
19.0,64.0,England,3314.0,00:02:14.719,1.0,England,Ball Receipt*,,,,,,,0.0,,,134.719,02:14,P Jones,19.0,64.0,
19.0,64.0,England,3314.0,00:02:14.719,1.0,England,Carry,,,,,,,1.241,,,134.719,02:14,P Jones,22.0,66.0,
23.0,62.0,England,3296.0,00:02:14.880,1.0,Belgium,Pressure,,,,,,,1.119,,,134.88,02:14,M Fellaini,23.0,62.0,
22.0,66.0,England,3314.0,00:02:15.960,1.0,England,Pass,,3664.0,,,,,0.999,16.27882,,135.96,02:15,P Jones,34.0,77.0,
34.0,75.0,England,5632.0,00:02:16.640,1.0,Belgium,Pressure,,,,,,,0.76,,,136.64,02:16,T Hazard,34.0,75.0,
34.0,77.0,England,3664.0,00:02:16.959,1.0,England,Ball Receipt*,,,,,,,0.0,,,136.959,02:16,T Alexander-Arnold,34.0,77.0,
34.0,77.0,England,3664.0,00:02:16.959,1.0,England,Carry,,,,,,,0.561,,,136.959,02:16,T Alexander-Arnold,33.0,77.0,
33.0,77.0,England,3664.0,00:02:17.520,1.0,England,Pass,,3314.0,,,,,1.479,15.264338,,137.52,02:17,T Alexander-Arnold,20.0,69.0,
20.0,69.0,England,3314.0,00:02:18.999,1.0,England,Ball Receipt*,,,,,,,0.0,,,138.999,02:18,P Jones,20.0,69.0,
20.0,69.0,England,3314.0,00:02:18.999,1.0,England,Carry,,,,,,,1.601,,,138.999,02:18,P Jones,22.0,67.0,
22.0,67.0,England,3314.0,00:02:20.600,1.0,England,Pass,,3468.0,,,,,2.6,29.068884,,140.6,02:20,P Jones,9.0,41.0,
9.0,41.0,England,3468.0,00:02:23.200,1.0,England,Ball Receipt*,,,,,,,0.0,,,143.2,02:23,J Pickford,9.0,41.0,
9.0,41.0,England,3468.0,00:02:23.200,1.0,England,Carry,,,,,,,1.96,,,143.2,02:23,J Pickford,9.0,33.0,
16.0,34.0,England,3457.0,00:02:24.320,1.0,Belgium,Pressure,,,,,,,0.759,,,144.32,02:24,M Batshuayi,16.0,34.0,
9.0,33.0,England,3468.0,00:02:25.160,1.0,England,Pass,,,Incomplete,,,,3.84,73.00685,,145.16,02:25,J Pickford,82.0,32.0,
81.0,31.0,Belgium,6331.0,00:02:29.000,1.0,Belgium,Pass,,3037.0,,,,,1.04,15.652476,,149.0,02:29,L Dendoncker,67.0,38.0,
67.0,38.0,Belgium,3037.0,00:02:30.040,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,150.04,02:30,M Dembélé,67.0,38.0,
68.0,38.0,Belgium,3037.0,00:02:30.120,1.0,Belgium,Pass,,3296.0,,,,,0.839,11.661903,,150.12,02:30,M Dembélé,58.0,44.0,
58.0,44.0,Belgium,3296.0,00:02:30.959,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,150.959,02:30,M Fellaini,58.0,44.0,
58.0,44.0,Belgium,3296.0,00:02:30.959,1.0,Belgium,Carry,,,,,,,0.601,,,150.959,02:30,M Fellaini,59.0,46.0,
59.0,46.0,Belgium,3296.0,00:02:31.560,1.0,Belgium,Pass,,3037.0,,,,,0.439,7.81025,,151.56,02:31,M Fellaini,64.0,40.0,
64.0,40.0,Belgium,3037.0,00:02:31.999,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,151.999,02:31,M Dembélé,64.0,40.0,
64.0,40.0,Belgium,3037.0,00:02:31.999,1.0,Belgium,Carry,,,,,,,9.081,,,151.999,02:31,M Dembélé,72.0,30.0,
74.0,36.0,Belgium,10960.0,00:02:34.840,1.0,England,Pressure,,,,,,,4.079,,,154.84,02:34,J Vardy,74.0,36.0,
74.0,24.0,Belgium,4597.0,00:02:40.560,1.0,England,Pressure,,,,,,,0.959,,,160.56,02:40,F Delph,74.0,24.0,
72.0,30.0,Belgium,3037.0,00:02:41.080,1.0,Belgium,Pass,,4831.0,,,,,1.28,28.0,,161.07999999999998,02:41,M Dembélé,72.0,2.0,
72.0,2.0,Belgium,4831.0,00:02:42.360,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,162.36,02:42,N Chadli,72.0,2.0,
72.0,2.0,Belgium,4831.0,00:02:42.360,1.0,Belgium,Carry,,,,,,,1.76,,,162.36,02:42,N Chadli,78.0,2.0,
81.0,2.0,Belgium,3594.0,00:02:42.587,1.0,England,Pressure,,,,,,,1.693,,,162.587,02:42,D Rose,81.0,2.0,
78.0,2.0,Belgium,4831.0,00:02:44.120,1.0,Belgium,Pass,,6331.0,,,,,0.72,10.816654,,164.12,02:44,N Chadli,87.0,8.0,
87.0,8.0,Belgium,6331.0,00:02:44.840,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,164.84,02:44,L Dendoncker,87.0,8.0,
87.0,8.0,Belgium,6331.0,00:02:44.840,1.0,Belgium,Carry,,,,,,,0.2,,,164.84,02:44,L Dendoncker,85.0,11.0,
85.0,11.0,Belgium,6331.0,00:02:45.040,1.0,Belgium,Pass,,6330.0,Incomplete,,,,1.68,32.75668,,165.04,02:45,L Dendoncker,53.0,4.0,
52.0,5.0,Belgium,6330.0,00:02:46.640,1.0,Belgium,Pressure,,,,,,,0.839,,,166.64,02:46,A Januzaj,52.0,5.0,
54.0,8.0,Belgium,6330.0,00:02:46.720,1.0,Belgium,Ball Receipt*,,,,,,,0.0,,,166.72,02:46,A Januzaj,54.0,8.0,
54.0,5.0,England,3645.0,00:02:46.720,1.0,England,Ball Recovery,,,,,,,0.0,,,166.72,02:46,G Cahill,54.0,5.0,
54.0,5.0,England,3645.0,00:02:46.720,1.0,England,Carry,,,,,,,0.92,,,166.72,02:46,G Cahill,53.0,3.0,
53.0,3.0,England,3645.0,00:02:47.640,1.0,England,Pass,,3468.0,,,,,2.919,49.648766,,167.64,02:47,G Cahill,9.0,26.0,
9.0,26.0,England,3468.0,00:02:50.559,1.0,England,Ball Receipt*,,,,,,,0.0,,,170.559,02:50,J Pickford,9.0,26.0,
9.0,26.0,England,3468.0,00:02:50.559,1.0,England,Carry,,,,,,,1.201,,,170.559,02:50,J Pickford,9.0,24.0,
17.0,22.0,England,3457.0,00:02:50.680,1.0,Belgium,Pressure,True,,,,,,0.84,,,170.68,02:50,M Batshuayi,17.0,22.0,
9.0,24.0,England,3468.0,00:02:51.760,1.0,England,Pass,,3314.0,,,,,2.0,30.870699,,171.76,02:51,J Pickford,22.0,52.0,
22.0,55.0,England,3296.0,00:02:53.360,1.0,Belgium,Pressure,,,,,,,0.76,,,173.36,02:53,M Fellaini,22.0,55.0,
22.0,52.0,England,3314.0,00:02:53.760,1.0,England,Ball Receipt*,,,,,,,0.0,,,173.76,02:53,P Jones,22.0,52.0,
22.0,52.0,England,3314.0,00:02:53.760,1.0,England,Carry,,,,,,,1.48,,,173.76,02:53,P Jones,26.0,61.0,
26.0,61.0,England,3314.0,00:02:55.240,1.0,England,Pass,,3664.0,,,,,1.08,17.492855,,175.24,02:55,P Jones,35.0,76.0,
35.0,76.0,England,3664.0,00:02:56.320,1.0,England,Ball Receipt*,,,,,,,0.0,,,176.32,02:56,T Alexander-Arnold,35.0,76.0,
35.0,76.0,England,3664.0,00:02:56.320,1.0,England,Carry,,,,,,,0.72,,,176.32,02:56,T Alexander-Arnold,34.0,77.0,
29.0,73.0,England,3296.0,00:02:56.320,1.0,Belgium,Pressure,,,,,,,0.72,,,176.32,02:56,M Fellaini,29.0,73.0,
34.0,77.0,England,3664.0,00:02:57.040,1.0,England,Pass,,3244.0,,,,,1.16,24.0,,177.04,02:57,T Alexander-Arnold,34.0,53.0,
34.0,53.0,England,3244.0,00:02:58.200,1.0,England,Ball Receipt*,,,,,,,0.0,,,178.2,02:58,J Stones,34.0,53.0,
34.0,53.0,England,3244.0,00:02:58.200,1.0,England,Carry,,,,,,,0.12,,,178.2,02:58,J Stones,34.0,54.0,
34.0,54.0,England,3244.0,00:02:58.320,1.0,England,Pass,,3314.0,,,,,1.24,12.806249,,178.32,02:58,J Stones,26.0,64.0,
26.0,64.0,England,3314.0,00:02:59.560,1.0,England,Ball Receipt*,,,,,,,0.0,,,179.56,02:59,P Jones,26.0,64.0,
26.0,64.0,England,3314.0,00:02:59.560,1.0,England,Carry,,,,,,,0.84,,,179.56,02:59,P Jones,26.0,66.0,
26.0,66.0,England,3314.0,00:03:00.400,1.0,England,Pass,,10956.0,,,,,1.2,19.0,,180.4,03:00,P Jones,26.0,47.0,
26.0,47.0,England,10956.0,00:03:01.600,1.0,England,Ball Receipt*,,,,,,,0.0,,,181.6,03:01,E Dier,26.0,47.0,
26.0,47.0,England,10956.0,00:03:01.600,1.0,England,Carry,,,,,,,1.4,,,181.6,03:01,E Dier,26.0,47.0,
26.0,47.0,England,10956.0,00:03:03.000,1.0,England,Pass,,3645.0,,,,,2.119,37.85499,,183.0,03:03,E Dier,34.0,10.0,
34.0,10.0,England,3645.0,00:03:05.119,1.0,England,Ball Receipt*,,,,,,,0.0,,,185.119,03:05,G Cahill,34.0,10.0,
34.0,10.0,England,3645.0,00:03:05.119,1.0,England,Carry,,,,,,,0.761,,,185.119,03:05,G Cahill,33.0,6.0,
33.0,6.0,England,3645.0,00:03:05.880,1.0,England,Pass,,3594.0,,,,,0.88,8.944272,,185.88,03:05,G Cahill,41.0,2.0,
43.0,2.0,England,4831.0,00:03:06.680,1.0,Belgium,Pressure,,,,,,,0.88,,,186.68,03:06,N Chadli,43.0,2.0,
41.0,2.0,England,3594.0,00:03:06.760,1.0,England,Ball Receipt*,,,,,,,0.0,,,186.76,03:06,D Rose,41.0,2.0,
41.0,2.0,England,3594.0,00:03:06.760,1.0,England,Carry,,,,,,,0.92,,,186.76,03:06,D Rose,42.0,2.0,
42.0,2.0,England,3594.0,00:03:07.680,1.0,England,Pass,,3318.0,Incomplete,,,,5.0,69.12308,,187.68,03:07,D Rose,109.0,19.0,
108.0,19.0,England,3318.0,00:03:12.680,1.0,England,Ball Receipt*,,,,,,,0.0,,,192.68,03:12,M Rashford,108.0,19.0,
108.0,18.0,England,5639.0,00:03:12.680,1.0,Belgium,Clearance,,,,,,,0.0,,,192.68,03:12,D Boyata,108.0,18.0,
103.0,2.0,England,3594.0,00:03:32.880,1.0,England,Pass,,3645.0,,,,,1.599,18.0,,212.88,03:32,D Rose,85.0,2.0,
85.0,2.0,England,3645.0,00:03:34.479,1.0,England,Ball Receipt*,,,,,,,0.0,,,214.47899999999998,03:34,G Cahill,85.0,2.0,
85.0,2.0,England,3645.0,00:03:34.479,1.0,England,Carry,,,,,,,0.841,,,214.47899999999998,03:34,G Cahill,83.0,3.0,
86.0,4.0,England,6330.0,00:03:34.480,1.0,Belgium,Pressure,,,,,,,0.8,,,214.48,03:34,A Januzaj,86.0,4.0,
83.0,3.0,England,3645.0,00:03:35.320,1.0,England,Pass,,10956.0,,,,,0.759,12.083046,,215.32,03:35,G Cahill,88.0,14.0,
82.0,20.0,England,3037.0,00:03:35.640,1.0,Belgium,Pressure,,,,,,,0.839,,,215.64,03:35,M Dembélé,82.0,20.0,
88.0,14.0,England,10956.0,00:03:36.079,1.0,England,Ball Receipt*,,,,,,,0.0,,,216.079,03:36,E Dier,88.0,14.0,
88.0,14.0,England,10956.0,00:03:36.079,1.0,England,Carry,,,,,,,0.841,,,216.079,03:36,E Dier,82.0,10.0,
82.0,10.0,England,10956.0,00:03:36.920,1.0,England,Pass,,3314.0,,,,,2.359,36.249138,,216.92000000000002,03:36,E Dier,67.0,43.0,
67.0,43.0,England,3314.0,00:03:39.279,1.0,England,Ball Receipt*,,,,,,,0.0,,,219.279,03:39,P Jones,67.0,43.0,
67.0,43.0,England,3314.0,00:03:39.279,1.0,England,Carry,,,,,,,1.961,,,219.279,03:39,P Jones,68.0,51.0,
68.0,51.0,England,3314.0,00:03:41.240,1.0,England,Pass,,3664.0,,,,,1.559,20.09975,,221.24,03:41,P Jones,70.0,71.0,
70.0,71.0,England,3664.0,00:03:42.799,1.0,England,Ball Receipt*,,,,,,,0.0,,,222.799,03:42,T Alexander-Arnold,70.0,71.0,
70.0,71.0,England,3664.0,00:03:42.799,1.0,England,Carry,,,,,,,1.081,,,222.799,03:42,T Alexander-Arnold,70.0,70.0,
70.0,70.0,England,3664.0,00:03:43.880,1.0,England,Pass,,10956.0,,,,,1.239,19.235384,,223.88,03:43,T Alexander-Arnold,73.0,51.0,
73.0,51.0,England,10956.0,00:03:45.119,1.0,England,Ball Receipt*,,,,,,,0.0,,,225.119,03:45,E Dier,73.0,51.0,
73.0,51.0,England,10956.0,00:03:45.119,1.0,England,Carry,,,,,,,0.881,,,225.119,03:45,E Dier,71.0,54.0,
76.0,61.0,England,2954.0,00:03:45.360,1.0,Belgium,Pressure,,,,,,,0.88,,,225.36,03:45,Y Tielemans,76.0,61.0,
71.0,54.0,England,10956.0,00:03:46.000,1.0,England,Pass,,3314.0,,,,,0.839,12.369317,,226.0,03:46,E Dier,59.0,57.0,
